Time,X,Y,Z,Target_X,Target_Y,Target_Z
0.0,-1.3,1.3,0.10499999999999998,-1.3,1.3,0.10499999999999998
0.033333335,-1.3,1.3,0.10499999999999998,-1.3,1.3,0.10499999999999998
0.300000015,-1.3,1.3,0.14999999999999902,-1.3,1.3,0.14999999999999902
0.33333335,-1.3,1.3,0.14999999999999902,-1.3,1.3,0.14999999999999902
0.366666685,-1.3,1.3,0.1599999999999988,-1.3,1.3,0.1599999999999988
0.40000002,-1.3,1.3,0.1649999999999987,-1.3,1.3,0.1649999999999987
0.433333355,-1.3,1.3,0.1649999999999987,-1.3,1.3,0.1649999999999987
0.466666691,-1.3,1.3,0.1749999999999985,-1.3,1.3,0.1749999999999985
0.500000026,-1.3,1.3,0.17999999999999838,-1.3,1.3,0.17999999999999838
0.533333361,-1.3,1.3,0.17999999999999838,-1.3,1.3,0.17999999999999838
0.566666696,-1.3,1.3,0.18999999999999817,-1.3,1.3,0.18999999999999817
0.600000031,-1.3,1.3,0.19499999999999806,-1.3,1.3,0.19499999999999806
0.633333366,-1.3,1.3,0.19499999999999806,-1.3,1.3,0.19499999999999806
0.666666701,-1.3,1.3,0.20499999999999785,-1.3,1.3,0.20499999999999785
0.700000036,-1.3,1.3,0.20999999999999774,-1.3,1.3,0.20999999999999774
0.733333371,-1.3,1.3,0.20999999999999774,-1.3,1.3,0.20999999999999774
0.766666706,-1.3,1.3,0.21999999999999753,-1.3,1.3,0.21999999999999753
0.800000041,-1.3,1.3,0.22499999999999742,-1.3,1.3,0.22499999999999742
0.833333376,-1.3,1.3,0.22499999999999742,-1.3,1.3,0.22499999999999742
0.866666711,-1.3,1.3,0.2349999999999972,-1.3,1.3,0.2349999999999972
0.900000046,-1.3,1.3,0.2399999999999971,-1.3,1.3,0.2399999999999971
0.933333382,-1.3,1.3,0.2399999999999971,-1.3,1.3,0.2399999999999971
0.966666717,-1.3,1.3,0.2499999999999969,-1.3,1.3,0.2499999999999969
1.000000052,-1.3,1.3,0.2549999999999968,-1.3,1.3,0.2549999999999968
1.033333387,-1.3,1.3,0.2549999999999968,-1.3,1.3,0.2549999999999968
1.066666722,-1.3,1.3,0.26499999999999657,-1.3,1.3,0.26499999999999657
1.100000057,-1.3,1.3,0.26999999999999647,-1.3,1.3,0.26999999999999647
1.133333392,-1.3,1.3,0.26999999999999647,-1.3,1.3,0.26999999999999647
1.200000062,-1.3,1.3,0.28499999999999615,-1.3,1.3,0.28499999999999615
1.233333397,-1.3,1.3,0.28499999999999615,-1.3,1.3,0.28499999999999615
1.266666732,-1.3,1.3,0.29499999999999593,-1.3,1.3,0.29499999999999593
1.300000067,-1.3,1.3,0.2999999999999958,-1.3,1.3,0.2999999999999958
1.333333402,-1.3,1.3,0.2999999999999958,-1.3,1.3,0.2999999999999958
1.366666737,-1.3,1.3,0.3099999999999956,-1.3,1.3,0.3099999999999956
1.400000073,-1.3,1.3,0.3149999999999955,-1.3,1.3,0.3149999999999955
1.433333408,-1.3,1.3,0.3149999999999955,-1.3,1.3,0.3149999999999955
1.466666743,-1.3,1.3,0.3249999999999953,-1.3,1.3,0.3249999999999953
1.500000078,-1.3,1.3,0.3299999999999952,-1.3,1.3,0.3299999999999952
1.533333413,-1.3,1.3,0.3299999999999952,-1.3,1.3,0.3299999999999952
1.566666748,-1.3,1.3,0.339999999999995,-1.3,1.3,0.339999999999995
1.600000083,-1.3,1.3,0.34499999999999487,-1.3,1.3,0.34499999999999487
1.633333418,-1.3,1.3,0.34499999999999487,-1.3,1.3,0.34499999999999487
1.666666753,-1.3,1.3,0.35499999999999465,-1.3,1.3,0.35499999999999465
1.700000088,-1.3,1.3,0.35999999999999455,-1.3,1.3,0.35999999999999455
1.733333423,-1.3,1.3,0.35999999999999455,-1.3,1.3,0.35999999999999455
1.766666758,-1.3,1.3,0.36999999999999433,-1.3,1.3,0.36999999999999433
1.800000093,-1.3,1.3,0.3749999999999942,-1.3,1.3,0.3749999999999942
1.833333429,-1.3,1.3,0.3749999999999942,-1.3,1.3,0.3749999999999942
1.866666764,-1.3,1.3,0.384999999999994,-1.3,1.3,0.384999999999994
1.900000099,-1.3,1.3,0.3899999999999939,-1.3,1.3,0.3899999999999939
1.933333434,-1.3,1.3,0.3899999999999939,-1.3,1.3,0.3899999999999939
1.966666769,-1.3,1.3,0.3999999999999937,-1.3,1.3,0.3999999999999937
2.000000104,-1.3,1.3,0.4049999999999936,-1.3,1.3,0.4049999999999936
2.033333439,-1.3,1.3,0.4049999999999936,-1.3,1.3,0.4049999999999936
2.066666774,-1.3,1.3,0.4149999999999934,-1.3,1.3,0.4149999999999934
2.100000109,-1.3,1.3,0.41999999999999327,-1.3,1.3,0.41999999999999327
2.133333444,-1.3,1.3,0.41999999999999327,-1.3,1.3,0.41999999999999327
2.166666779,-1.3,1.3,0.42999999999999305,-1.3,1.3,0.42999999999999305
2.200000114,-1.3,1.3,0.43499999999999295,-1.3,1.3,0.43499999999999295
2.233333449,-1.3,1.3,0.43499999999999295,-1.3,1.3,0.43499999999999295
2.266666784,-1.3,1.3,0.44499999999999273,-1.3,1.3,0.44499999999999273
2.30000012,-1.3,1.3,0.44999999999999263,-1.3,1.3,0.44999999999999263
2.333333455,-1.3,1.3,0.44999999999999263,-1.3,1.3,0.44999999999999263
2.36666679,-1.3,1.3,0.4599999999999924,-1.3,1.3,0.4599999999999924
2.400000125,-1.3,1.3,0.4649999999999923,-1.3,1.3,0.4649999999999923
2.43333346,-1.3,1.3,0.4649999999999923,-1.3,1.3,0.4649999999999923
2.466666795,-1.3,1.3,0.4749999999999921,-1.3,1.3,0.4749999999999921
2.50000013,-1.3,1.3,0.479999999999992,-1.3,1.3,0.479999999999992
2.533333465,-1.3,1.3,0.479999999999992,-1.3,1.3,0.479999999999992
2.5666668,-1.3,1.3,0.4899999999999918,-1.3,1.3,0.4899999999999918
2.600000135,-1.3,1.3,0.49499999999999167,-1.3,1.3,0.49499999999999167
2.63333347,-1.3,1.3,0.49499999999999167,-1.3,1.3,0.49499999999999167
2.666666805,-1.3,1.3,0.5049999999999915,-1.3,1.3,0.5049999999999915
2.70000014,-1.3,1.3,0.5099999999999913,-1.3,1.3,0.5099999999999913
2.733333475,-1.3,1.3,0.5099999999999913,-1.3,1.3,0.5099999999999913
2.766666811,-1.3,1.3,0.5199999999999911,-1.3,1.3,0.5199999999999911
2.800000146,-1.3,1.3,0.524999999999991,-1.3,1.3,0.524999999999991
2.833333481,-1.3,1.3,0.524999999999991,-1.3,1.3,0.524999999999991
2.866666816,-1.3,1.3,0.5349999999999908,-1.3,1.3,0.5349999999999908
2.900000151,-1.3,1.3,0.5399999999999907,-1.3,1.3,0.5399999999999907
2.933333486,-1.3,1.3,0.5399999999999907,-1.3,1.3,0.5399999999999907
2.966666821,-1.3,1.3,0.5499999999999905,-1.3,1.3,0.5499999999999905
3.000000156,-1.3,1.3,0.5549999999999904,-1.3,1.3,0.5549999999999904
3.033333491,-1.3,1.3,0.5549999999999904,-1.3,1.3,0.5549999999999904
3.066666826,-1.3,1.3,0.5649999999999902,-1.3,1.3,0.5649999999999902
3.100000161,-1.3,1.3,0.5699999999999901,-1.3,1.3,0.5699999999999901
