Time,Jitter_X,Jitter_Y,Jitter_Z
0.033333335,0.0,0.0,0.0
0.300000015,0.0,0.0,0.04499999999999904
0.33333335,0.0,0.0,0.0
0.366666685,0.0,0.0,0.009999999999999787
0.40000002,0.0,0.0,0.004999999999999893
0.433333355,0.0,0.0,0.0
0.466666691,0.0,0.0,0.009999999999999787
0.500000026,0.0,0.0,0.004999999999999893
0.533333361,0.0,0.0,0.0
0.566666696,0.0,0.0,0.009999999999999787
0.600000031,0.0,0.0,0.004999999999999893
0.633333366,0.0,0.0,0.0
0.666666701,0.0,0.0,0.009999999999999787
0.700000036,0.0,0.0,0.004999999999999893
0.733333371,0.0,0.0,0.0
0.766666706,0.0,0.0,0.009999999999999787
0.800000041,0.0,0.0,0.004999999999999893
0.833333376,0.0,0.0,0.0
0.866666711,0.0,0.0,0.009999999999999787
0.900000046,0.0,0.0,0.004999999999999893
0.933333382,0.0,0.0,0.0
0.966666717,0.0,0.0,0.009999999999999787
1.000000052,0.0,0.0,0.004999999999999893
1.033333387,0.0,0.0,0.0
1.066666722,0.0,0.0,0.009999999999999787
1.100000057,0.0,0.0,0.004999999999999893
1.133333392,0.0,0.0,0.0
1.200000062,0.0,0.0,0.01499999999999968
1.233333397,0.0,0.0,0.0
1.266666732,0.0,0.0,0.009999999999999787
1.300000067,0.0,0.0,0.004999999999999893
1.333333402,0.0,0.0,0.0
1.366666737,0.0,0.0,0.009999999999999787
1.400000073,0.0,0.0,0.004999999999999893
1.433333408,0.0,0.0,0.0
1.466666743,0.0,0.0,0.009999999999999787
1.500000078,0.0,0.0,0.004999999999999893
1.533333413,0.0,0.0,0.0
1.566666748,0.0,0.0,0.009999999999999787
1.600000083,0.0,0.0,0.004999999999999893
1.633333418,0.0,0.0,0.0
1.666666753,0.0,0.0,0.009999999999999787
1.700000088,0.0,0.0,0.004999999999999893
1.733333423,0.0,0.0,0.0
1.766666758,0.0,0.0,0.009999999999999787
1.800000093,0.0,0.0,0.004999999999999893
1.833333429,0.0,0.0,0.0
1.866666764,0.0,0.0,0.009999999999999787
1.900000099,0.0,0.0,0.004999999999999893
1.933333434,0.0,0.0,0.0
1.966666769,0.0,0.0,0.009999999999999787
2.000000104,0.0,0.0,0.004999999999999893
2.033333439,0.0,0.0,0.0
2.066666774,0.0,0.0,0.009999999999999787
2.100000109,0.0,0.0,0.004999999999999893
2.133333444,0.0,0.0,0.0
2.166666779,0.0,0.0,0.009999999999999787
2.200000114,0.0,0.0,0.004999999999999893
2.233333449,0.0,0.0,0.0
2.266666784,0.0,0.0,0.009999999999999787
2.30000012,0.0,0.0,0.004999999999999893
2.333333455,0.0,0.0,0.0
2.36666679,0.0,0.0,0.009999999999999787
2.400000125,0.0,0.0,0.004999999999999893
2.43333346,0.0,0.0,0.0
2.466666795,0.0,0.0,0.009999999999999787
2.50000013,0.0,0.0,0.004999999999999893
2.533333465,0.0,0.0,0.0
2.5666668,0.0,0.0,0.009999999999999787
2.600000135,0.0,0.0,0.004999999999999893
2.63333347,0.0,0.0,0.0
2.666666805,0.0,0.0,0.009999999999999787
2.70000014,0.0,0.0,0.004999999999999893
2.733333475,0.0,0.0,0.0
2.766666811,0.0,0.0,0.009999999999999787
2.800000146,0.0,0.0,0.004999999999999893
2.833333481,0.0,0.0,0.0
2.866666816,0.0,0.0,0.009999999999999787
2.900000151,0.0,0.0,0.004999999999999893
2.933333486,0.0,0.0,0.0
2.966666821,0.0,0.0,0.009999999999999787
3.000000156,0.0,0.0,0.004999999999999893
3.033333491,0.0,0.0,0.0
3.066666826,0.0,0.0,0.009999999999999787
3.100000161,0.0,0.0,0.004999999999999893
3.133333496,0.0,0.0,0.0
3.166666831,0.0,0.0,0.009999999999999787
3.200000166,0.0,0.0,0.004999999999999893
3.233333502,0.0,0.0,0.0
3.266666837,0.0,0.0,0.009999999999999787
3.300000172,0.0,0.0,0.004999999999999893
3.333333507,0.0,0.0,0.0
3.366666842,0.0,0.0,0.009999999999999787
3.400000177,0.0,0.0,0.004999999999999893
3.433333512,0.0,0.0,0.0
3.466666847,0.0,0.0,0.009999999999999787
3.500000182,0.0,0.0,0.004999999999999893
3.533333517,0.0,0.0,0.0
3.566666852,0.0,0.0,0.009999999999999787
3.600000187,0.0,0.0,0.004999999999999893
3.633333522,0.0,0.0,0.0
3.666666857,0.0,0.0,0.010000000000000009
3.700000193,0.0,0.0,0.004999999999999893
3.733333528,0.0,0.0,0.0
3.766666863,0.0,0.0,0.009999999999999787
3.800000198,0.0,0.0,0.004999999999999893
3.833333533,0.0,0.0,0.0
3.866666868,0.0,0.0,0.009999999999999787
3.900000203,0.0,0.0,0.004999999999999893
3.933333538,0.0,0.0,0.0
3.966666873,0.0,0.0,0.009999999999999787
4.000000208,0.0,0.0,0.004999999999999893
4.033333543,0.0,0.0,0.0
4.066666878,0.0,0.0,0.009999999999999787
4.100000213,0.0,0.0,0.004999999999999893
4.133333548,0.0,0.0,0.0
4.166666884,0.0,0.0,0.009999999999999787
4.200000219,0.0,0.0,0.004999999999999893
4.233333554,0.0,0.0,0.0
4.266666889,0.0,0.0,0.009999999999999787
4.300000224,0.0,0.0,0.004999999999999893
4.333333559,0.0,0.0,0.0
4.366666894,0.0,0.0,0.009999999999999787
4.400000229,0.0,0.0,0.004999999999999893
4.433333564,0.0,0.0,0.0
4.466666899,0.0,0.0,0.009999999999999787
4.500000234,0.0,0.0,0.004999999999999893
4.533333569,0.0,0.0,0.0
4.566666904,0.0,0.0,0.009999999999999787
4.600000239,0.0,0.0,0.004999999999999893
4.633333575,0.0,0.0,0.0
4.66666691,0.0,0.0,0.009999999999999787
4.700000245,0.0,0.0,0.004999999999999893
4.73333358,0.0,0.0,0.0
4.766666915,0.0,0.0,0.009999999999999787
4.80000025,0.0,0.0,0.004999999999999893
4.833333585,0.0,0.0,0.0
4.86666692,-0.002168333245916587,0.002168333245916587,0.009999999999999787
4.900000255,-0.0018199999301666825,0.0018199999301666825,0.004999999999999893
4.93333359,0.0,0.0,0.0
4.966666925,-0.0028139832091298445,0.0028139832091298445,0.009999999999999787
5.00000026,-0.001062872637453749,0.001062872637453749,0.004999999999999893
5.033333595,0.0,0.0,0.0
5.06666693,-0.001702957075322864,0.001702957075322864,0.009999999999999787
5.100000266,-0.0006739705759459813,0.0006739705759459813,0.004999999999999893
5.133333601,0.0,0.0,0.0
5.166666936,-0.0011604148959150073,0.0011604148959150073,0.009999999999999787
5.333333611,-0.0018314039744429245,0.0018314039744429245,0.019999999999999574
5.366666946,-0.0008049355052273111,0.0008049355052273111,0.009999999999999787
5.600000292,-0.002596328379251389,0.002596328379251389,0.034999999999999254
5.633333627,0.0,0.0,0.0
5.933333642,-0.003216519556262787,0.003216519556262787,0.04499999999999904
5.966666977,-0.000712852148232912,0.000712852148232912,0.009999999999999787
6.000000312,-0.0003523313067648193,0.0003523313067648193,0.004999999999999893
